Timestamp,Gesture,Control,Name,Score,Hand_position_x,Hand_position_y,Hand_position_z,Hand_pitch,Hand_yaw,Hand_roll,Hand_sphere_x,Hand_sphere_y,Hand_sphere_z,Hand_sphere_r,finger0_direction_x,finger0_direction_y,finger0_direction_z,finger0_tip_x,finger0_tip_y,finger0_tip_z,finger1_direction_x,finger1_direction_y,finger1_direction_z,finger1_tip_x,finger1_tip_y,finger1_tip_z,finger2_direction_x,finger2_direction_y,finger2_direction_z,finger2_tip_x,finger2_tip_y,finger2_tip_z,finger3_direction_x,finger3_direction_y,finger3_direction_z,finger3_tip_x,finger3_tip_y,finger3_tip_z,finger4_direction_x,finger4_direction_y,finger4_direction_z,finger4_tip_x,finger4_tip_y,finger4_tip_z
3/29/2014 14:12:29,2,No,15,-2,24.2209,137.201,11.622,1.11419740029689,-1.3243423382737,-0.243632855504879,9.46563,151.762,0.552877,66.1302,-0.490758,0.100739,-0.865452,-36.4812,177.247,-70.275,-0.586607,0.635006,-0.502652,-56.7072,193.261,-9.63304,-0.999942,-0.000983919,-0.0107093,-50.3442,114.384,26.8973,,,,,,,,,,,,
3/17/2014 11:45:34,1,Yes,9,delete,6.95944,164.145,64.2063,0.437544314348555,-0.340839012754792,2.23585389825625,3.67041,186.283,35.1516,67.5098,0.278873,0.427323,-0.860014,20.9586,179.471,-31.5936,0.15434,0.486054,-0.860192,-5.24196,217.621,-31.4629,0.359549,0.0961795,-0.928156,32.4483,128.719,-11.8154,-0.222054,0.657661,-0.719843,-42.1222,240.805,3.27153,-0.750166,0.626869,-0.210442,-41.3852,214.881,100.483
3/12/2014 12:46:27,1,Yes,8,0 4,-0.4213,95.79,19.6392,0.407082804847011,-0.093320506553082,-0.45435326030499,22.4734,187.946,35.361,110.806,0.0317996,0.00875019,-0.999456,-0.478265,142.584,-69.497,-0.20537,0.540643,-0.815799,-47.1628,152.502,-54.0612,-0.00475843,0.450513,-0.892757,33.3245,126.678,-50.7022,,,,,,,,,,,,
3/5/2014 13:17:10,1,Yes,6,0 2 3 4,6.32025,144.915,48.6455,0.615648324870981,-0.079534963546468,2.22485560559832,39.3216,212.986,33.4239,85.2797,0.080515,0.519743,-0.85052,8.78253,182.17,-48.8974,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2014 12:45:52,1,Yes,8,4,4.88492,93.8394,36.894,0.685251032058806,-0.384757419630226,-0.59112355329388,44.9255,175.347,68.4087,111.634,0.0468361,0.778077,-0.626421,13.1267,158.567,-43.8396,0.195639,0.485328,-0.852163,39.6488,124.769,-36.9621,-0.0982351,0.813531,-0.573164,-29.2404,176.777,-22.4489,-0.730864,0.65843,-0.179744,-57.5959,137.932,56.3812,,,,,,
3/29/2014 14:07:10,1,No,15,4,-1.33782,111.12,-34.5551,0.246625389765457,-0.855208496117311,0.062066523196996,-15.928,152.57,-71.8711,63.2607,-0.403247,0.251565,-0.879834,-30.9417,144.538,-141.241,-0.524611,0.156916,-0.836756,-62.4343,139.995,-131.358,-0.561707,0.173547,-0.80893,-79.5376,128.846,-101.106,-0.985264,-0.0396834,0.166376,-77.6895,93.0265,-5.08751,,,,,,
3/5/2014 13:19:09,1,Yes,6,3,-2.79716,198.677,42.2701,1.12704385970142,-0.926843522983837,2.32605681111318,58.8634,289.109,83.8883,134.47,0.164843,0.634317,-0.755293,19.5882,245.748,-41.0791,-0.415927,0.853877,-0.312889,-45.9724,289.732,-7.7021,-0.427598,0.864072,-0.265593,-69.8565,281.104,17.3582,-0.672424,0.392344,0.627625,-67.6233,250.396,94.4348,,,,,,
3/4/2014 16:16:54,1,Yes,5,2,15.6702,110.444,36.5134,0.741884367555672,-0.994649491771003,-0.505883379297212,37.6294,171.764,20.411,97.3956,-0.340739,0.0536737,-0.938625,-5.54087,105.488,-48.3418,-0.579221,0.145672,-0.802049,-43.4902,133.579,-38.1584,-0.589399,0.615219,-0.52356,-59.6485,167.32,10.0015,-0.992482,0.0326845,0.117944,-33.7869,128.926,93.4636,,,,,,
3/4/2014 12:46:32,1,Yes,4,1,48.1134,192.914,11.9119,1.02045188790537,-1.01311934440587,-0.660808948747448,155.131,348.005,4.5777,199.712,-0.361558,0.522892,-0.77192,10.2132,235.02,-81.8164,-0.289146,0.682803,-0.670951,-13.5387,266.185,-69.2805,-0.29492,0.810051,-0.506793,-28.9067,282.242,-43.316,-0.608025,0.47113,0.639017,-22.4316,214.448,94.4345,,,,,,
3/26/2014 12:14:18,1,Yes,14,1,20.1222,150.277,13.5924,0.290651124265128,-0.574112860224177,-0.619375351004248,-13.2446,145.279,-13.4736,67.9701,-0.441381,0.0601766,-0.8953,-17.6542,151.982,-83.2039,-0.184925,-0.303037,-0.934864,8.98933,103.384,-75.1172,-0.359978,0.275051,-0.891495,-35.6737,187.518,-72.41,-0.923845,0.171714,-0.342088,-36.9489,187.477,39.2851,,,,,,
3/17/2014 11:46:55,1,Yes,9,0,1.38852,188.467,53.4431,0.108654671267347,-0.18468781312784,2.52661559473375,16.5196,228.224,27.0576,77.8929,0.157956,0.360211,-0.919401,11.3307,199.163,-46.63,-0.0367683,0.506728,-0.861322,-22.5143,233.77,-43.1416,0.277226,0.0816673,-0.957328,33.7254,157.528,-26.5553,-0.378259,0.577096,-0.723796,-63.268,244.419,-11.0814,,,,,,
3/19/2014 11:18:34,1,Yes,11,0,22.6823,93.8219,20.071,1.09707445752296,-0.675933613974876,-0.558008821159767,35.3521,144.551,39.9639,81.6985,0.2899,0.742747,-0.603561,67.3319,159.227,-46.9582,-0.204643,0.761281,-0.615282,1.34305,204.645,-26.2571,-0.374171,0.842479,-0.387589,-31.1084,192.224,-7.35981,-0.522436,0.851701,-0.0408147,-42.0015,133.035,9.17171,,,,,,
3/19/2014 12:05:33,1,Yes,12,0,70.1032,201.573,-10.4665,0.48938694947663,-0.341440632206097,-0.675952665865737,33.4453,207.434,-47.2078,72.5487,-0.226181,0.411809,-0.882755,47.6575,241.349,-107.508,0.0256208,-0.127156,-0.991552,79.2926,196.946,-104.368,-0.299482,0.56637,-0.767812,23.1219,268.741,-91.4273,-0.406176,0.634827,-0.657279,-3.87716,269.736,-56.1626,,,,,,
3/26/2014 12:13:22,1,Yes,14,0,16.8921,78.0864,25.0248,0.204539251820924,-0.670988869908621,-0.013172894361076,16.0743,117.502,13.6891,83.1441,-0.242655,-0.117785,-0.962936,17.9249,70.7951,-69.6746,-0.656641,-0.0252747,-0.75378,-38.1355,87.114,-61.1913,-0.747997,-0.00844612,-0.663649,-67.8612,93.3045,-41.9929,-0.704254,-0.0705008,-0.706439,-78.4097,95.6209,-12.3331,,,,,,
